model,balancing_method,y_true,seed_42_prob,seed_123_prob,seed_2026_prob,seed_7_prob,seed_999_prob,ensemble_prob,ensemble_pred
LSTM,adasyn,0,0.0013261152,0.0009109193,0.02291305,0.0009659023,0.0018466769,0.005592533,0
LSTM,adasyn,0,0.0029165891,0.002350468,0.10390793,0.0021015292,0.0035227372,0.022959849,0
LSTM,adasyn,0,0.012089407,0.005394685,0.6256511,0.007415881,0.0067644147,0.1314631,0
LSTM,adasyn,0,0.046846744,0.036661286,0.66250587,0.026905546,0.019482223,0.15848032,0
LSTM,adasyn,0,0.100749314,0.22453092,0.71601737,0.053629808,0.061071318,0.23119974,0
LSTM,adasyn,0,0.1174662,0.26645803,0.5564718,0.070366204,0.078986436,0.21794972,0
LSTM,adasyn,0,0.18409812,0.2333026,0.3641476,0.18530263,0.087578475,0.21088588,0
LSTM,adasyn,0,0.033013448,0.05673644,0.15295193,0.039268594,0.04128537,0.064651154,0
LSTM,adasyn,0,0.01923224,0.025077129,0.08333459,0.026952831,0.025091792,0.03593772,0
LSTM,adasyn,0,0.006151709,0.0071351132,0.053984005,0.0093159685,0.008711264,0.017059613,0
LSTM,adasyn,0,0.0038438821,0.004341481,0.04561886,0.006043786,0.0066052843,0.013290657,0
LSTM,adasyn,0,0.0031646597,0.0034836475,0.07497484,0.0075206794,0.0042657237,0.01868191,0
LSTM,adasyn,0,0.0039130524,0.0045692874,0.105923586,0.0076351254,0.005894826,0.025587175,0
LSTM,adasyn,0,0.0023601141,0.0047723474,0.109614454,0.0025051455,0.0044670603,0.024743825,0
LSTM,adasyn,0,0.004751705,0.0050220485,0.04867044,0.0029101092,0.006429628,0.013556786,0
LSTM,adasyn,0,0.003082754,0.0027907756,0.021691328,0.0014222962,0.004401788,0.0066777887,0
LSTM,adasyn,0,0.0071383673,0.0037015562,0.024442052,0.0015517473,0.0055640438,0.008479553,0
LSTM,adasyn,0,0.027045107,0.0056274952,0.052139375,0.021562617,0.00973558,0.023222033,0
LSTM,adasyn,0,0.008979965,0.0017911642,0.014743409,0.0058128126,0.0034077012,0.0069470108,0
LSTM,adasyn,0,0.005131117,0.0009807808,0.00860143,0.00597761,0.0020602685,0.0045502414,0
LSTM,adasyn,0,0.002167966,0.0009124681,0.008675444,0.004931851,0.0013246769,0.003602481,0
LSTM,adasyn,0,0.00074406766,0.0004643786,0.004430106,0.0011086658,0.0010436743,0.0015581785,0
LSTM,adasyn,0,0.0006592722,0.000606623,0.0044542197,0.0012820998,0.0010172894,0.0016039008,0
LSTM,adasyn,0,0.0006240357,0.00054697227,0.0051847184,0.0007204202,0.000868431,0.0015889155,0
LSTM,adasyn,0,0.0011750283,0.0006218585,0.015978979,0.0036973767,0.0014479541,0.004584239,0
LSTM,adasyn,0,0.0007446348,0.00058687216,0.007253319,0.0005595421,0.0008598693,0.0020008476,0
LSTM,adasyn,0,0.0005605443,0.00050393783,0.005415726,0.0003650447,0.0007150308,0.0015120567,0
LSTM,adasyn,0,0.00052569935,0.00049801485,0.005737323,0.0003077026,0.0006813471,0.0015500173,0
LSTM,adasyn,0,0.00062290666,0.00049460604,0.005684503,0.00037662283,0.00078025,0.0015917777,0
LSTM,adasyn,0,0.0006468069,0.00051932636,0.0059353868,0.00037369606,0.0008376077,0.0016625647,0
LSTM,adasyn,0,0.00052023877,0.00040951415,0.0065327,0.0002886213,0.0006717614,0.001684567,0
LSTM,adasyn,0,0.00049225014,0.00048181802,0.007868033,0.0003253881,0.000755468,0.0019845916,0
LSTM,adasyn,0,0.0004796846,0.00048914255,0.0077316524,0.00034241113,0.00079381646,0.0019673414,0
LSTM,adasyn,0,0.0004460387,0.00048016175,0.0075170747,0.00038141024,0.00082437246,0.0019298116,0
LSTM,adasyn,0,0.00044877396,0.0009341928,0.01572766,0.00046453683,0.0012885525,0.003772743,0
LSTM,adasyn,0,0.0004370933,0.0011487948,0.027668692,0.00053229363,0.0015380285,0.00626498,0
LSTM,adasyn,0,0.0012742493,0.0011204706,0.038196333,0.0027584997,0.0021253594,0.009094982,0
LSTM,adasyn,0,0.0009376558,0.0012639537,0.016503228,0.0006690125,0.0014079075,0.0041563516,0
LSTM,adasyn,0,0.000671537,0.0019873118,0.035603855,0.00075040944,0.0017070733,0.008144037,0
LSTM,adasyn,0,0.0009402533,0.0029968212,0.101874486,0.0010296341,0.002649775,0.021898193,0
LSTM,adasyn,0,0.0015442969,0.0027643929,0.053700726,0.0008994344,0.002893424,0.0123604555,0
LSTM,adasyn,0,0.0018150882,0.0026841802,0.038957644,0.0012162066,0.002939555,0.009522535,0
LSTM,adasyn,0,0.00229312,0.0026706238,0.033280052,0.0018536794,0.0033808365,0.008695662,0
LSTM,adasyn,0,0.0020750791,0.0018975097,0.024200166,0.0030507457,0.0029396105,0.006832622,0
LSTM,adasyn,0,0.0011518038,0.0012833625,0.016129427,0.0016757763,0.0019169252,0.004431459,0
LSTM,adasyn,0,0.0010575282,0.001212548,0.015950408,0.0015579433,0.002069167,0.0043695187,0
LSTM,adasyn,0,0.0020344616,0.0028617969,0.03817917,0.0033558938,0.0032421825,0.009934701,0
LSTM,adasyn,0,0.0042903987,0.002433252,0.05233251,0.008734775,0.004612386,0.014480663,0
LSTM,adasyn,0,0.0023036571,0.002726166,0.03619422,0.002358903,0.0029125193,0.009299093,0
LSTM,adasyn,0,0.0025321904,0.0048743584,0.09360553,0.0037565683,0.0039448673,0.021742703,0
LSTM,adasyn,0,0.002506932,0.0026946126,0.038795482,0.0019891076,0.003582775,0.009913782,0
LSTM,adasyn,0,0.0020200363,0.0019501046,0.02870483,0.0018001718,0.0031608483,0.0075271986,0
LSTM,adasyn,0,0.0015670342,0.0015541185,0.023416447,0.0014586083,0.0025873138,0.006116704,0
LSTM,adasyn,0,0.0009702459,0.00094140385,0.017942406,0.00086507003,0.0016025358,0.0044643325,0
LSTM,adasyn,0,0.0008791185,0.0007878033,0.015917031,0.0007342639,0.0014311937,0.003949882,0
LSTM,adasyn,0,0.0008773106,0.00072274456,0.015292312,0.0007704011,0.0014032045,0.0038131948,0
LSTM,adasyn,0,0.00093266135,0.0007363465,0.015135718,0.0010141042,0.0014932033,0.0038624064,0
LSTM,adasyn,0,0.0014352903,0.0011314054,0.042254593,0.0010642997,0.0017240075,0.009521919,0
LSTM,adasyn,0,0.0013487117,0.0011253924,0.039776586,0.0011387048,0.001973114,0.009072502,0
LSTM,adasyn,0,0.005412247,0.0024364197,0.20512469,0.0053453883,0.0040364405,0.044471037,0
LSTM,adasyn,0,0.0062394165,0.004269584,0.22449553,0.007716445,0.006720814,0.049888358,0
LSTM,adasyn,0,0.0037548803,0.0029750029,0.08260535,0.001884338,0.00516731,0.019277377,0
LSTM,adasyn,0,0.0029542642,0.0030556226,0.06635251,0.0016515446,0.004061993,0.015615186,0
LSTM,adasyn,0,0.0045326855,0.005453184,0.06796541,0.0036905576,0.0066132112,0.01765101,0
LSTM,adasyn,0,0.0061049038,0.009557305,0.0677127,0.008078054,0.010312651,0.020353124,0
LSTM,adasyn,0,0.008851223,0.0153029775,0.07703407,0.021891678,0.015938675,0.027803725,0
LSTM,adasyn,0,0.02218649,0.022459144,0.13602023,0.1542267,0.018336698,0.070645854,0
LSTM,adasyn,0,0.01166339,0.010495869,0.061973155,0.072807916,0.0136137,0.034110807,0
LSTM,adasyn,0,0.0063278754,0.007276464,0.07503476,0.036405034,0.008003699,0.026609566,0
LSTM,adasyn,0,0.0052159857,0.007452608,0.047186654,0.012326029,0.01006988,0.01645023,0
LSTM,adasyn,0,0.09898108,0.20435424,0.13796854,0.08548144,0.17415443,0.14018795,0
LSTM,adasyn,0,0.03873239,0.059301782,0.09308072,0.023776101,0.060301732,0.05503855,0
LSTM,adasyn,0,0.018283844,0.0217536,0.07187447,0.01094277,0.024652945,0.029501528,0
LSTM,adasyn,0,0.025276972,0.016401801,0.10048609,0.028427662,0.016109947,0.037340492,0
LSTM,adasyn,0,0.005885813,0.00657274,0.032246757,0.0036227508,0.007499748,0.011165561,0
LSTM,adasyn,0,0.0026079554,0.0033497498,0.01786984,0.0016640493,0.0039599454,0.0058903084,0
LSTM,adasyn,0,0.0077279876,0.016641418,0.027704751,0.003435832,0.011518146,0.013405627,0
LSTM,adasyn,0,0.0026364608,0.0044857794,0.015637718,0.0014152083,0.0040611327,0.0056472598,0
LSTM,adasyn,0,0.0070036887,0.009524055,0.02871328,0.0038453466,0.0053027105,0.010877816,0
LSTM,adasyn,0,0.0020505239,0.0017595313,0.018809525,0.001124125,0.002462282,0.0052411975,0
LSTM,adasyn,0,0.0009284804,0.0007623637,0.012967274,0.0006241767,0.0014529875,0.0033470565,0
LSTM,adasyn,0,0.00044959973,0.0006051957,0.008914226,0.00034359616,0.0008092043,0.0022243646,0
LSTM,adasyn,0,0.00044348068,0.0004361645,0.0056372853,0.0002843262,0.00090024417,0.0015403002,0
LSTM,adasyn,0,0.000524898,0.00046367617,0.0068598,0.0003039313,0.0008238447,0.0017952301,0
LSTM,adasyn,0,0.0005687726,0.0005304291,0.020363936,0.0010762782,0.00089071284,0.0046860254,0
LSTM,adasyn,0,0.0008139756,0.00077416137,0.035754487,0.0018359518,0.0011864738,0.0080730105,0
LSTM,adasyn,0,0.0006542363,0.0011090202,0.021797601,0.00075950194,0.0011412171,0.0050923154,0
LSTM,adasyn,0,0.0008718934,0.000778003,0.008585648,0.0005604021,0.001152236,0.0023896364,0
LSTM,adasyn,0,0.0008536363,0.0007124559,0.0069186077,0.00048091848,0.0010302372,0.001999171,0
LSTM,adasyn,0,0.0009119914,0.0006846619,0.0062619275,0.0004665436,0.0010513918,0.0018753031,0
LSTM,adasyn,0,0.00074368133,0.00062912935,0.006731825,0.00046727635,0.0010144023,0.0019172628,0
LSTM,adasyn,0,0.0005497497,0.0005829086,0.006403062,0.00034337185,0.0007678351,0.0017293856,0
LSTM,adasyn,0,0.00045660287,0.00050827034,0.005916199,0.00028675015,0.0006701439,0.0015675932,0
LSTM,adasyn,0,0.00040256005,0.00046473573,0.0058627008,0.00026997906,0.0006186842,0.001523732,0
LSTM,adasyn,0,0.000373868,0.00044979926,0.006446217,0.00027302757,0.00062295835,0.001633174,0
LSTM,adasyn,0,0.0007042758,0.00068270456,0.010356358,0.0005951237,0.0010352447,0.0026747412,0
LSTM,adasyn,0,0.00086427253,0.0007971499,0.019096114,0.0008884172,0.0012901501,0.0045872205,0
LSTM,adasyn,0,0.00095336325,0.0009160618,0.024595207,0.001089555,0.0015121492,0.005813267,0
LSTM,adasyn,0,0.0011080486,0.001106283,0.035314262,0.0013145449,0.0018119367,0.008131014,0
LSTM,adasyn,0,0.00078200747,0.0017980371,0.094543256,0.001211846,0.002434426,0.020153914,0
LSTM,adasyn,0,0.001560823,0.001881037,0.06985114,0.0012783082,0.002887516,0.015491766,0
LSTM,adasyn,0,0.0012526697,0.0016226757,0.05362174,0.0009710265,0.0020022753,0.011894078,0
LSTM,adasyn,0,0.00091605756,0.0013959649,0.03889743,0.0006870901,0.0014026994,0.008659848,0
LSTM,adasyn,0,0.0008564696,0.0013312884,0.031488698,0.0007024214,0.0012310962,0.007121995,0
LSTM,adasyn,0,0.00084873027,0.0011994838,0.025777351,0.0008527157,0.001189579,0.0059735714,0
LSTM,adasyn,0,0.0018667377,0.0011076892,0.03786371,0.004062331,0.0020825507,0.009396603,0
LSTM,adasyn,0,0.004401993,0.0021445274,0.07379651,0.00718435,0.0041522984,0.018335935,0
LSTM,adasyn,0,0.0022450234,0.0020896888,0.029780492,0.002313447,0.0032312723,0.007931984,0
LSTM,adasyn,0,0.001349989,0.0023287714,0.027675614,0.001727716,0.002491961,0.0071148104,0
LSTM,adasyn,0,0.003725542,0.003067175,0.08446783,0.0049808263,0.0036587736,0.019980028,0
LSTM,adasyn,0,0.002207858,0.001710624,0.0229712,0.0012161407,0.0029066014,0.006202485,0
LSTM,adasyn,0,0.0018284408,0.0015224833,0.01640567,0.0009415752,0.0025169575,0.0046430253,0
LSTM,adasyn,0,0.0018096209,0.0012918378,0.014951221,0.0009405213,0.0024362924,0.004285899,0
LSTM,adasyn,0,0.0025999031,0.0012306367,0.014453802,0.0016546397,0.0028418165,0.00455616,0
LSTM,adasyn,0,0.0022982669,0.0009039174,0.012423872,0.0019838212,0.0020173006,0.0039254357,0
LSTM,adasyn,0,0.0008689893,0.00061972707,0.010406007,0.0010655595,0.001434866,0.0028790298,0
LSTM,adasyn,0,0.00075285416,0.00062558276,0.012352558,0.0008533139,0.0015168678,0.0032202352,0
LSTM,adasyn,0,0.00065292855,0.00061833794,0.011287063,0.00083196873,0.0013903427,0.0029561282,0
LSTM,adasyn,0,0.00086252834,0.00076196704,0.028697744,0.0025999178,0.0017340576,0.006931243,0
LSTM,adasyn,0,0.056358173,0.010705231,0.14897615,0.11033157,0.03559494,0.072393216,0
LSTM,adasyn,0,0.013031076,0.009297715,0.08530141,0.031229263,0.02827924,0.033427738,0
LSTM,adasyn,0,0.00826116,0.010843404,0.09230694,0.042397574,0.05050143,0.040862102,0
LSTM,adasyn,0,0.007718147,0.024412135,0.12490358,0.07972438,0.1210848,0.07156861,0
LSTM,adasyn,0,0.009338157,0.06153602,0.16395906,0.13053705,0.3572826,0.14453058,0
LSTM,adasyn,0,0.034036055,0.35470527,0.2385512,0.40923595,0.7556773,0.35844117,0
LSTM,adasyn,0,0.13424937,0.7466019,0.29342234,0.6646759,0.91598856,0.5509876,1
LSTM,adasyn,0,0.56152177,0.5842291,0.29020628,0.40352133,0.860334,0.5399625,1
LSTM,adasyn,0,0.6458967,0.4163233,0.27828762,0.34097692,0.7682371,0.48994437,1
LSTM,adasyn,0,0.6735331,0.3527432,0.32645863,0.30124655,0.5854089,0.44787806,1
LSTM,adasyn,0,0.6451951,0.37934408,0.32222354,0.18315369,0.50980145,0.40794358,1
LSTM,adasyn,0,0.3404457,0.31913027,0.33958977,0.12547101,0.5142331,0.327774,0
LSTM,adasyn,1,0.22597946,0.24964337,0.34938183,0.07601027,0.45647886,0.27149877,0
LSTM,adasyn,1,0.24327287,0.076997735,0.24471553,0.061443444,0.173463,0.15997851,0
LSTM,adasyn,1,0.22368705,0.053865205,0.28643867,0.052792493,0.17694664,0.15874602,0
LSTM,adasyn,1,0.082857065,0.027969686,0.24798253,0.036447458,0.21276711,0.12160478,0
LSTM,adasyn,1,0.07678578,0.01793471,0.2894572,0.0434271,0.22953229,0.13142742,0
LSTM,adasyn,1,0.062108193,0.0074096425,0.09702446,0.010286427,0.06985789,0.04933732,0
LSTM,adasyn,1,0.035729878,0.0056471573,0.05066194,0.005856223,0.04974639,0.029528316,0
LSTM,adasyn,0,0.009474827,0.008136586,0.039841287,0.007984508,0.07737087,0.028561616,0
LSTM,adasyn,0,0.007500436,0.004459486,0.026940078,0.0072272564,0.06443074,0.0221116,0
LSTM,adasyn,0,0.004387476,0.002779989,0.02052724,0.003324677,0.038266167,0.0138571095,0
LSTM,adasyn,0,0.0041229795,0.0042663664,0.020863464,0.0022657916,0.08577704,0.023459127,0
LSTM,adasyn,0,0.0016879307,0.0037873965,0.021014415,0.0018195048,0.046830013,0.015027853,0
LSTM,adasyn,0,0.022425188,0.06806239,0.07827759,0.008888675,0.06030556,0.047591876,0
LSTM,adasyn,0,0.06766024,0.12563297,0.1253189,0.018671677,0.07664597,0.08278595,0
LSTM,adasyn,0,0.1365735,0.18273248,0.16020289,0.037502382,0.16017725,0.1354377,0
LSTM,adasyn,0,0.17768759,0.15108654,0.17463414,0.045469977,0.1715595,0.14408755,0
LSTM,adasyn,0,0.22241947,0.12799975,0.18701193,0.054020267,0.18202259,0.1546948,0
LSTM,adasyn,0,0.25810295,0.10895106,0.19670208,0.0671793,0.18711506,0.1636101,0
LSTM,adasyn,0,0.18647452,0.064783454,0.13890605,0.042391233,0.20167862,0.12684678,0
LSTM,adasyn,0,0.113392234,0.039710887,0.11090517,0.028420907,0.09261708,0.077009246,0
LSTM,adasyn,0,0.06870279,0.02005999,0.08455375,0.01855537,0.04258992,0.046892364,0
LSTM,adasyn,0,0.03948767,0.009923354,0.064409144,0.011973339,0.024148053,0.02998831,0
LSTM,adasyn,0,0.013490575,0.004910149,0.051810067,0.004388239,0.011570938,0.017233994,0
LSTM,adasyn,0,0.006405368,0.0035254913,0.041187257,0.001978258,0.00734013,0.012087301,0
LSTM,adasyn,0,0.0036883575,0.0030990778,0.04640832,0.0012706692,0.004521298,0.0117975455,0
LSTM,adasyn,0,0.0021677206,0.0018185802,0.028981932,0.00083428493,0.0028966547,0.0073398342,0
LSTM,adasyn,0,0.00111724,0.0018522817,0.029435573,0.0007798077,0.0025067532,0.0071383305,0
LSTM,adasyn,0,0.0007248428,0.0021926276,0.034602433,0.0010880833,0.004919279,0.008705453,0
LSTM,adasyn,0,0.0007675169,0.0042706663,0.07529694,0.00090847193,0.007666869,0.017782094,0
LSTM,adasyn,0,0.0012512519,0.003620641,0.040575124,0.0011031374,0.0074109165,0.010792214,0
LSTM,adasyn,0,0.0014332198,0.0040195696,0.040749293,0.0013689585,0.0086086225,0.011235933,0
LSTM,adasyn,0,0.0011919059,0.003314361,0.03808856,0.0015519549,0.008203384,0.010470034,0
LSTM,adasyn,0,0.0013508964,0.003614275,0.039468613,0.003036809,0.013833041,0.012260727,0
LSTM,adasyn,0,0.0008522826,0.0034861166,0.03990918,0.0018425374,0.013552672,0.011928557,0
LSTM,adasyn,0,0.0009221331,0.007109136,0.055763546,0.0027549155,0.08301809,0.029913563,0
LSTM,adasyn,0,0.0007265565,0.005482458,0.052598573,0.0020629752,0.055830464,0.023340207,0
LSTM,adasyn,0,0.0006227832,0.0071178796,0.067791075,0.0013210758,0.020582333,0.019487029,0
LSTM,adasyn,0,0.0010424668,0.006788404,0.037074752,0.0017530391,0.01918998,0.01316973,0
LSTM,adasyn,0,0.0013885709,0.034694303,0.06116922,0.0025728047,0.17881078,0.055727135,0
LSTM,adasyn,0,0.001464094,0.04030836,0.061027393,0.0023758905,0.24709527,0.0704542,0
LSTM,adasyn,0,0.028407373,0.1912036,0.14879844,0.012220899,0.24453652,0.12503335,0
LSTM,adasyn,0,0.11936902,0.20597334,0.19275734,0.025668005,0.27491724,0.16373698,0
LSTM,adasyn,0,0.27340183,0.2266393,0.21282953,0.042026125,0.31464443,0.21390824,0
LSTM,adasyn,0,0.46084502,0.23027171,0.21879034,0.055136353,0.3212383,0.25725633,0
LSTM,adasyn,0,0.6489147,0.2518266,0.21338226,0.06040594,0.3231836,0.2995426,0
LSTM,adasyn,0,0.6777,0.25102097,0.21223618,0.07588931,0.2842042,0.30021015,0
LSTM,adasyn,0,0.7480221,0.24873903,0.22162879,0.09309293,0.40220872,0.3427383,0
LSTM,adasyn,0,0.6837004,0.258766,0.19963467,0.10907132,0.40730312,0.3316951,0
LSTM,adasyn,0,0.52647305,0.19737755,0.21068072,0.11072977,0.38289642,0.2856315,0
LSTM,adasyn,0,0.8066176,0.16140324,0.22600141,0.1847364,0.25000137,0.32575202,0
LSTM,adasyn,0,0.92372835,0.2309794,0.20104367,0.21828511,0.26598433,0.36800417,1
LSTM,adasyn,0,0.7402302,0.09495101,0.08760406,0.06278295,0.11119243,0.21935213,0
LSTM,adasyn,0,0.71957827,0.06252463,0.07488435,0.040063582,0.069470055,0.19330417,0
LSTM,adasyn,0,0.6275104,0.050793123,0.14711566,0.03273681,0.08520761,0.18867274,0
LSTM,adasyn,0,0.57587314,0.031559784,0.060049124,0.028249739,0.063823156,0.15191099,0
LSTM,adasyn,0,0.040611923,0.041419107,0.06162723,0.11765979,0.13233903,0.07873141,0
LSTM,adasyn,0,0.22072697,0.04216684,0.096340455,0.47038895,0.105844654,0.18709359,0
LSTM,adasyn,0,0.29786867,0.049190957,0.15461434,0.47320506,0.088442795,0.21266437,0
LSTM,adasyn,0,0.07005261,0.028878858,0.050891723,0.088091694,0.020543054,0.05169159,0
LSTM,adasyn,0,0.03788168,0.0940567,0.04102361,0.026242519,0.021752996,0.044191502,0
LSTM,adasyn,0,0.105752714,0.22046947,0.033442233,0.019867104,0.02262759,0.08043182,0
LSTM,adasyn,0,0.020047888,0.019354166,0.023297083,0.0048422357,0.0058275247,0.01467378,0
LSTM,adasyn,0,0.0048480295,0.004345673,0.00887437,0.0011796901,0.0027437676,0.004398306,0
LSTM,adasyn,0,0.013917892,0.006456946,0.011263802,0.002795739,0.003181287,0.007523133,0
LSTM,adasyn,0,0.00348285,0.0020426803,0.008194638,0.0012094278,0.0017176011,0.0033294396,0
LSTM,adasyn,0,0.002000324,0.0017401973,0.007430715,0.0011452645,0.001360494,0.002735399,0
LSTM,adasyn,0,0.0006745357,0.0006292177,0.0061015952,0.00046576903,0.00078012847,0.0017302493,0
LSTM,adasyn,0,0.0008565578,0.00085748796,0.00812419,0.0006736658,0.00079057115,0.0022604945,0
LSTM,adasyn,0,0.0006507369,0.000580538,0.006841269,0.0004780573,0.0006927938,0.001848679,0
LSTM,adasyn,0,0.00055108493,0.00048543638,0.0059604957,0.0003922674,0.00065461715,0.0016087804,0
LSTM,adasyn,0,0.00039933776,0.0004119189,0.0053384607,0.00024936517,0.0005519878,0.0013902142,0
LSTM,adasyn,0,0.0004975807,0.0004934758,0.0077918908,0.00029593398,0.0007049674,0.0019567697,0
LSTM,adasyn,0,0.00052346825,0.0004904201,0.01777859,0.00090852956,0.0008484763,0.0041098967,0
LSTM,adasyn,0,0.0006797661,0.00062932813,0.026964366,0.0012134417,0.001018,0.006100981,0
LSTM,adasyn,0,0.0005518423,0.0004399035,0.0073468736,0.00035036396,0.0009146895,0.0019207343,0
LSTM,adasyn,0,0.00059991115,0.00043786436,0.0054254252,0.0004188673,0.00086642755,0.0015496991,0
LSTM,adasyn,0,0.0011887867,0.00058355066,0.02151862,0.0026409784,0.0015458497,0.005495557,0
LSTM,adasyn,0,0.0010400158,0.0008517006,0.011404058,0.0008228645,0.0013761366,0.003098955,0
LSTM,adasyn,0,0.00087514153,0.00085317,0.009157966,0.0007757579,0.0014296202,0.002618331,0
LSTM,adasyn,0,0.0008946582,0.0009056657,0.009062737,0.00081127236,0.0015321627,0.0026412993,0
LSTM,adasyn,0,0.0006879668,0.0007206132,0.008325466,0.0007593157,0.0012287322,0.0023444188,0
LSTM,adasyn,0,0.0005023563,0.0006483455,0.0076260585,0.00051528803,0.00089650997,0.0020377117,0
LSTM,adasyn,0,0.0002973835,0.00075383193,0.011036135,0.00039578736,0.0008376971,0.002664167,0
LSTM,adasyn,0,0.00037221235,0.000891007,0.024307963,0.000512711,0.00109931,0.005436641,0
LSTM,adasyn,0,0.00068339065,0.00085431087,0.014692848,0.000602545,0.0013590248,0.003638424,0
LSTM,adasyn,0,0.0015463738,0.0010711913,0.031434733,0.003838164,0.0020990146,0.007997895,0
LSTM,adasyn,0,0.0016431113,0.001971038,0.030164711,0.0015505754,0.0023716323,0.0075402134,0
LSTM,adasyn,0,0.0013174416,0.0016708185,0.02143354,0.0013277917,0.0023297588,0.0056158705,0
LSTM,adasyn,0,0.0012454725,0.00153478,0.01810014,0.0012198288,0.0023284536,0.0048857355,0
LSTM,adasyn,0,0.0012871426,0.0015159792,0.016159961,0.0011689817,0.0023278643,0.004491986,0
LSTM,adasyn,0,0.0015176184,0.0015743431,0.016038258,0.0012894016,0.0025325636,0.004590437,0
LSTM,adasyn,0,0.0010500872,0.0011291256,0.013658486,0.00087655155,0.0015943681,0.0036617238,0
LSTM,adasyn,0,0.0008355164,0.00086801685,0.013041654,0.00080310577,0.0012871836,0.003367095,0
LSTM,adasyn,0,0.0010219101,0.0008322177,0.019746508,0.0013584386,0.0016215283,0.0049161203,0
LSTM,adasyn,0,0.00095038494,0.000700605,0.017150398,0.001615515,0.0017067546,0.0044247312,0
LSTM,adasyn,0,0.0019435338,0.0018036128,0.08349074,0.0044605536,0.00246939,0.018833565,0
LSTM,adasyn,0,0.0016683865,0.0029560109,0.09233631,0.0024166924,0.0029674144,0.020468963,0
LSTM,adasyn,0,0.0018872424,0.0045521813,0.19877906,0.0030144078,0.004192128,0.042485002,0
LSTM,adasyn,0,0.005177891,0.004086804,0.10102442,0.0069794264,0.0042858217,0.024310872,0
LSTM,adasyn,0,0.012536659,0.00633836,0.15148242,0.013803955,0.006790317,0.038190342,0
LSTM,adasyn,0,0.0052596456,0.005256807,0.061677586,0.002282449,0.0042129504,0.015737887,0
LSTM,adasyn,0,0.0061051412,0.0053696646,0.101927154,0.0030415042,0.005170194,0.024322731,0
LSTM,adasyn,0,0.016768428,0.0038414928,0.036301296,0.0055903574,0.0067432197,0.013848959,0
LSTM,adasyn,0,0.061264236,0.0031093732,0.021498874,0.01636484,0.004709143,0.021389294,0
